"","revenue","vote_average","genre.1","genre.2","genre.3","Director","actor.1","actor.2","actor.3","Action","Adventure","Animation","Comedy","Crime","Drama","Family","Fantasy","History","Horror","Music","Mystery","Romance","Science.Fiction","Thriller","War","Western"
"655",162360636,6.3,"Adventure","Action","Western","Antoine Fuqua","Denzel Washington","Chris Pratt","Ethan Hawke","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"656",122637878,6.6,"Horror","Mystery","Thriller","Christopher Landon","Jessica Rothe","Israel Broussard","Ruby Modine","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"657",108145109,7.1,"Comedy","Action","Adventure","Guy Ritchie","Henry Cavill","Armie Hammer","Alicia Vikander","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"658",245724603,6.7,"Animation","Comedy","Family","Gore Verbinski","Johnny Depp","Isla Fisher","Ned Beatty","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"659",161772375,6.7,"Drama","NULL","NULL","Robert Zemeckis","Denzel Washington","Don Cheadle","Bruce Greenwood","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"660",157107755,6.7,"Action","Thriller","Science Fiction","Albert Hughes","Denzel Washington","Gary Oldman","Mila Kunis","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"661",102984862,6.5,"Horror","Action","Science Fiction","Paul W. S. Anderson","Milla Jovovich","Michelle Rodriguez","Eric Mabius","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"662",4824499,7.4,"Science Fiction","Thriller","NULL","Michael Spierig","Ethan Hawke","Sarah Snook","Noah Taylor","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"663",153083102,7.1,"Fantasy","Horror","Comedy","Joe Dante","Zach Galligan","Phoebe Cates","Hoyt Axton","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0"
"664",276572938,6.1,"Action","Thriller","NULL","Tony Gilroy","Jeremy Renner","Rachel Weisz","Edward Norton","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"665",415484914,6.2,"Action","Thriller","NULL","Paul Greengrass","Matt Damon","Alicia Vikander","Tommy Lee Jones","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"666",88528280,7.2,"Drama","Romance","NULL","David Frankel","Will Smith","Edward Norton","Kate Winslet","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"667",230884728,6.9,"Drama","Fantasy","Horror","Francis Lawrence","Keanu Reeves","Rachel Weisz","Shia LaBeouf","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0"
"668",125537191,6.6,"Science Fiction","Action","Adventure","Gavin Hood","Asa Butterfield","Harrison Ford","Hailee Steinfeld","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"669",229147509,5.4,"Action","Fantasy","Comedy","Paul Feig","Melissa McCarthy","Kristen Wiig","Kate McKinnon","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"670",235666219,6.8,"Action","Comedy","Crime","Paul Feig","Melissa McCarthy","Jude Law","Rose Byrne","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"671",100014025,6.4,"Action","Mystery","Thriller","David Leitch","Charlize Theron","James McAvoy","John Goodman","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"672",95708457,6.7,"Fantasy","Action","Thriller","Len Wiseman","Kate Beckinsale","Scott Speedman","Michael Sheen","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"673",146497771,6.1,"Horror","NULL","NULL","Andy Muschietti","Jessica Chastain","Nikolaj Coster-Waldau","Megan Charpentier","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"674",277448382,5.9,"Action","Adventure","Thriller","Rob Cohen","Vin Diesel","Asia Argento","Samuel L. Jackson","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"675",60780981,6.1,"Comedy","NULL","NULL","Ben Stiller","Ben Stiller","Owen Wilson","Christine Taylor","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"676",98337295,6.2,"Science Fiction","Action","Thriller","David Twohy","Vin Diesel","Karl Urban","Katee Sackhoff","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"677",351692268,6.6,"Crime","Drama","Thriller","Ridley Scott","Anthony Hopkins","Julianne Moore","Francesca Neri","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"678",214104620,6.6,"Crime","Drama","History","Michael Mann","Christian Bale","Johnny Depp","Giovanni Ribisi","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0"
"679",126216940,7.8,"Crime","Mystery","Drama","Curtis Hanson","Russell Crowe","Kevin Spacey","Guy Pearce","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"680",93617009,7.3,"Drama","NULL","NULL","David O. Russell","Mark Wahlberg","Christian Bale","Amy Adams","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"681",64241499,7.9,"Adventure","Comedy","Animation","Wes Anderson","Bryan Cranston","Koyu Rankin","Edward Norton","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"682",220803003,7.9,"Drama","Action","NULL","James Mangold","Christian Bale","Matt Damon","Jon Bernthal","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"683",501818,6.8,"Thriller","Science Fiction","Mystery","Vincenzo Natali","Nicole de Boer","Nicky Guadagni","Maurice Dean Wint","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0"
"684",23964782,7.1,"Drama","History","NULL","John Lee Hancock","Michael Keaton","Nick Offerman","John Carroll Lynch","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"685",300135367,6,"Fantasy","Family","Comedy","Rob Minkoff","Michael J. Fox","Geena Davis","Hugh Laurie","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0"
"686",237202299,6.3,"Action","Crime","Thriller","Dominic Sena","Nicolas Cage","Giovanni Ribisi","Angelina Jolie","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"687",71441250,7.5,"Comedy","Drama","NULL","Wes Anderson","Gene Hackman","Anjelica Huston","Ben Stiller","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"688",72617068,7.2,"Crime","Drama","Thriller","Andrew Niccol","Nicolas Cage","Bridget Moynahan","Jared Leto","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"689",110206216,7.2,"Drama","NULL","NULL","Bennett Miller","Brad Pitt","Jonah Hill","Philip Seymour Hoffman","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"690",264105545,5.7,"Action","Adventure","Comedy","McG","Cameron Diaz","Drew Barrymore","Lucy Liu","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"691",90574188,6.7,"Comedy","NULL","NULL","Adam McKay","Will Ferrell","Christina Applegate","Paul Rudd","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"692",93525586,6.9,"Fantasy","Drama","NULL","Peter Jackson","Saoirse Ronan","Rachel Weisz","Mark Wahlberg","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"693",391081192,5.6,"Science Fiction","Action","Adventure","Bryan Singer","Brandon Routh","Kevin Spacey","Kate Bosworth","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"694",132180323,7.2,"Crime","Fantasy","Drama","Tom Tykwer","Ben Whishaw","Simon Chandler","David Calder","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"695",120207127,7.2,"Adventure","Action","Comedy","Richard Donner","Mel Gibson","Danny Glover","Gary Busey","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"696",113714830,6.9,"Crime","Mystery","Thriller","Christopher Nolan","Al Pacino","Robin Williams","Hilary Swank","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"697",133511855,6.8,"Action","Crime","Comedy","Doug Liman","Tom Cruise","Sarah Wright","Domhnall Gleeson","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"698",244386864,6.9,"Action","Comedy","Crime","Brett Ratner","Jackie Chan","Chris Tucker","Ken Leung","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"699",102084362,6.5,"Thriller","Action","Crime","Antoine Fuqua","Denzel Washington","Pedro Pascal","Ashton Sanders","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"700",9500000,7.8,"Comedy","Drama","Romance","Blake Edwards","Audrey Hepburn","George Peppard","Patricia Neal","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"701",83719388,7.3,"Drama","NULL","NULL","David Dobkin","Robert Duvall","Robert Downey Jr.","Vera Farmiga","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"702",132820716,6.9,"Thriller","Drama","History","Kathryn Bigelow","Jessica Chastain","Jason Clarke","Mark Strong","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0"
"703",5472914,8.4,"Drama","Crime","NULL","Sergio Leone","Robert De Niro","James Woods","Elizabeth McGovern","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"704",107670357,6.2,"Comedy","NULL","NULL","Sean Anders","Jason Bateman","Jason Sudeikis","Charlie Day","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"705",37279439,7.1,"Drama","History","Crime","Oliver Stone","Joseph Gordon-Levitt","Shailene Woodley","Melissa Leo","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0"
"706",69823199,6.6,"Drama","Crime","NULL","Robert Luketic","Jim Sturgess","Kevin Spacey","Kate Bosworth","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"707",46471023,7.7,"Adventure","Animation","Comedy","Wes Anderson","George Clooney","Meryl Streep","Jason Schwartzman","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"708",361366633,5.7,"Comedy","Family","Fantasy","Tim Hill","Jason Lee","David Cross","Cameron Richardson","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0"
"709",491570967,7.3,"Fantasy","Family","Adventure","Joachim Rønning","Angelina Jolie","Elle Fanning","Harris Dickinson","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"710",40343446,8,"Drama","Family","Comedy","Marc Webb","Chris Evans","Mckenna Grace","Lindsay Duncan","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"711",95696996,7,"Action","Drama","Mystery","Antoine Fuqua","Mark Wahlberg","Michael Peña","Danny Glover","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"712",244819862,5.7,"Action","Adventure","NULL","Brett Ratner","Dwayne Johnson","Ian McShane","John Hurt","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"713",37589296,7.3,"Crime","Western","NULL","David Mackenzie","Jeff Bridges","Chris Pine","Ben Foster","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1"
"714",285176741,6.4,"Comedy","Romance","NULL","David Dobkin","Owen Wilson","Vince Vaughn","Christopher Walken","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"715",32056467,7.3,"Animation","Family","NULL","Wolfgang Reitherman","Brian Bedford","Phil Harris","Peter Ustinov","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"716",154026136,7.2,"Crime","Drama","Thriller","Ben Affleck","Ben Affleck","Rebecca Hall","Jeremy Renner","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"717",118034273,6.3,"Comedy","NULL","NULL","John Hamburg","Bryan Cranston","James Franco","Zoey Deutch","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"718",261930431,6.1,"Action","Comedy","NULL","James Mangold","Tom Cruise","Cameron Diaz","Peter Sarsgaard","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"719",215862692,7.4,"Romance","Horror","NULL","Francis Ford Coppola","Gary Oldman","Keanu Reeves","Anthony Hopkins","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0"
"720",105200903,6.3,"Crime","Drama","Action","Ruben Fleischer","Josh Brolin","Ryan Gosling","Sean Penn","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"721",163720069,6.6,"Comedy","Drama","NULL","Joel Coen","George Clooney","Frances McDormand","Brad Pitt","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"722",171504407,6.7,"Crime","Drama","Thriller","Clint Eastwood","Clint Eastwood","Bradley Cooper","Laurence Fishburne","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"723",86234523,6.8,"Comedy","Crime","Drama","Todd Phillips","Miles Teller","Jonah Hill","Ana de Armas","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"724",121214377,6.9,"Adventure","Action","Thriller","Paul Verhoeven","Casper Van Dien","Dina Meyer","Denise Richards","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"725",173000000,5.5,"Fantasy","Comedy","Family","Tom Shadyac","Steve Carell","Morgan Freeman","Lauren Graham","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0"
"726",10680275,7.2,"Adventure","Drama","Comedy","Terry Gilliam","Johnny Depp","Benicio del Toro","Tobey Maguire","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"727",141220678,5.7,"Comedy","NULL","NULL","Keenen Ivory Wayans","Anna Faris","Regina Hall","Shawn Wayans","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"728",343397247,6.4,"Comedy","Animation","Family","Karey Kirkpatrick","Bruce Willis","Garry Shandling","Steve Carell","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"729",215832199,6.6,"Adventure","Family","Fantasy","Tim Burton","Colin Farrell","Michael Keaton","Danny DeVito","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"730",30857814,7.6,"Adventure","Family","Fantasy","Rob Reiner","Cary Elwes","Robin Wright","Mandy Patinkin","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0"
"731",144056873,6.4,"Drama","Adventure","Romance","Danny Boyle","Leonardo DiCaprio","Guillaume Canet","Tilda Swinton","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"732",162000000,6,"Science Fiction","Horror","Action","Jean-Pierre Jeunet","Sigourney Weaver","Winona Ryder","Brad Dourif","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"733",224834564,6.6,"Animation","Comedy","Family","Nick Park","Phil Daniels","Lynn Ferguson","Mel Gibson","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"734",261572744,6.6,"Comedy","NULL","NULL","Larry Charles","Sacha Baron Cohen","Ken Davitian","Luenell","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"735",126690726,7.3,"Drama","Crime","Thriller","F. Gary Gray","Jamie Foxx","Gerard Butler","Colm Meaney","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"736",23217674,8.1,"Mystery","Drama","NULL","Orson Welles","Orson Welles","Joseph Cotten","Dorothy Comingore","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0"
"737",98450062,6.2,"Horror","Thriller","Mystery","M. Night Shyamalan","Olivia DeJonge","Ed Oxenbould","Deanna Dunagan","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0"
"738",179213434,7.6,"Drama","Romance","NULL","Baz Luhrmann","Nicole Kidman","Ewan McGregor","John Leguizamo","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"739",126069509,5.3,"Comedy","NULL","NULL","Jake Kasdan","Cameron Diaz","Jason Segel","Rob Corddry","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"740",194168700,7,"Comedy","Romance","NULL","Nancy Meyers","Kate Winslet","Cameron Diaz","Jude Law","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"741",101134059,6.5,"Drama","Comedy","NULL","David O. Russell","Jennifer Lawrence","Bradley Cooper","Robert De Niro","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"742",310669540,6.3,"Action","Adventure","Drama","Ridley Scott","Russell Crowe","Cate Blanchett","Max von Sydow","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"743",381509870,6.1,"Animation","Family","Adventure","Conrad Vernon","Reese Witherspoon","Seth Rogen","Hugh Laurie","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"744",183936074,6.5,"Comedy","NULL","NULL","Jon Lucas","Mila Kunis","Kathryn Hahn","Kristen Bell","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"745",97542952,6.4,"Horror","NULL","NULL","Fede Alvarez","Jane Levy","Shiloh Fernandez","Lou Taylor Pucci","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"746",130293714,7.4,"Action","Drama","Thriller","Tony Scott","Denzel Washington","Dakota Fanning","Radha Mitchell","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"747",57096190,6.8,"Horror","Science Fiction","Thriller","Frank Darabont","Thomas Jane","Laurie Holden","Toby Jones","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0"
"748",121790373,6.7,"Drama","Action","NULL","Peter Berg","Mark Wahlberg","Kurt Russell","John Malkovich","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"749",287928194,6.2,"Fantasy","Comedy","Family","Brad Silberling","Christina Ricci","Bill Pullman","Devon Sawa","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0"
"750",292351275,6.3,"Action","NULL","NULL","Rawson Marshall Thurber","Dwayne Johnson","Neve Campbell","Chin Han","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"751",34533783,7.5,"Comedy","Drama","Crime","Martin McDonagh","Colin Farrell","Brendan Gleeson","Ralph Fiennes","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0"
"752",25504513,7.3,"Horror","NULL","NULL","Wes Craven","John Saxon","Ronee Blakley","Heather Langenkamp","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"753",401128639,5.4,"Adventure","Action","Fantasy","Rob Cohen","Brendan Fraser","Jet Li","John Hannah","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"754",260696994,6.3,"Animation","Comedy","Family","Chris Wedge","Robin Williams","Ewan McGregor","Halle Berry","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"755",87305549,6.2,"Thriller","Crime","Action","Michael Bay","Mark Wahlberg","Dwayne Johnson","Anthony Mackie","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"756",196397415,6.7,"Crime","Drama","Thriller","David Fincher","Jodie Foster","Kristen Stewart","Forest Whitaker","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"757",70136369,7.6,"Comedy","NULL","NULL","John Hughes","Matthew Broderick","Alan Ruck","Mia Sara","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"758",119942387,6.3,"Action","Thriller","NULL","Jaume Collet-Serra","Liam Neeson","Vera Farmiga","Patrick Wilson","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"759",180557550,6.8,"Action","Thriller","Science Fiction","Tony Scott","Denzel Washington","Paula Patton","Val Kilmer","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"760",53187659,6.8,"Thriller","Science Fiction","Action","David Twohy","Vin Diesel","Radha Mitchell","Cole Hauser","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"761",155010032,6.4,"Fantasy","Horror","Action","Guillermo del Toro","Wesley Snipes","Kris Kristofferson","Ron Perlman","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"762",325286646,6.8,"Animation","Family","Drama","Robert Zemeckis","Gary Oldman","Jim Carrey","Steve Valentine","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"763",160099222,5.7,"Action","Adventure","Fantasy","Jan de Bont","Angelina Jolie","Gerard Butler","Noah Taylor","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"764",34441873,6.8,"Drama","History","NULL","Danny Boyle","Michael Fassbender","Kate Winslet","Seth Rogen","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"765",44000000,6.2,"Comedy","NULL","NULL","Shawn Levy","Owen Wilson","Vince Vaughn","Will Ferrell","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"766",53424681,7.2,"Action","Thriller","Science Fiction","Paul Verhoeven","Peter Weller","Nancy Allen","Ronny Cox","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"767",238207122,4.3,"Science Fiction","Action","Fantasy","Joel Schumacher","Arnold Schwarzenegger","George Clooney","Chris O'Donnell","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0"
"768",20497844,5.5,"Drama","Thriller","Science Fiction","James Ponsoldt","Emma Watson","Tom Hanks","John Boyega","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0"
"769",87892388,7.3,"Fantasy","Drama","Thriller","Neil Burger","Edward Norton","Paul Giamatti","Jessica Biel","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0"
"770",152925093,6.5,"Horror","NULL","NULL","Darren Lynn Bousman","Tobin Bell","Shawnee Smith","Donnie Wahlberg","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"771",116112375,8,"Crime","NULL","NULL","Martin Scorsese","Robert De Niro","Sharon Stone","Joe Pesci","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"772",102272727,7.6,"Comedy","Family","Fantasy","Robert Stevenson","Julie Andrews","Dick Van Dyke","David Tomlinson","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0"
"773",242717113,7.2,"Comedy","Family","NULL","David Frankel","Owen Wilson","Jennifer Aniston","Eric Dane","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"774",516642939,6.2,"Comedy","Romance","NULL","Jay Roach","Ben Stiller","Teri Polo","Robert De Niro","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"775",165335153,6.8,"Comedy","Family","Romance","Garry Marshall","Julie Andrews","Anne Hathaway","Héctor Elizondo","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0"
"776",162146076,5.7,"Action","Thriller","NULL","Edward Zwick","Tom Cruise","Cobie Smulders","Aldis Hodge","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"777",288383523,6.5,"Comedy","Romance","NULL","Paul Feig","Kristen Wiig","Maya Rudolph","Rose Byrne","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"778",372234864,6,"Adventure","Fantasy","NULL","Chris Weitz","Nicole Kidman","Daniel Craig","Dakota Blue Richards","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"779",245676146,6.9,"Action","Crime","Science Fiction","John Woo","John Travolta","Nicolas Cage","Joan Allen","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0"
"780",217764291,7.2,"Drama","Crime","Thriller","Michael Mann","Tom Cruise","Jamie Foxx","Jada Pinkett Smith","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"781",147780440,6.2,"Comedy","Romance","NULL","Ivan Reitman","Natalie Portman","Ashton Kutcher","Kevin Kline","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"782",89792502,6.1,"Action","Fantasy","Thriller","Zack Snyder","Emily Browning","Abbie Cornish","Jena Malone","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"783",120654337,7.5,"Action","Adventure","Drama","Mel Gibson","Rudy Youngblood","Raoul Max Trujillo","Gerardo Taracena","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"784",177238796,6.3,"Thriller","Action","Adventure","Joe Carnahan","Liam Neeson","Bradley Cooper","Sharlto Copley","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"785",174503458,7,"Drama","History","NULL","Steven Spielberg","Meryl Streep","Tom Hanks","Bob Odenkirk","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"786",63327201,6.3,"Action","Adventure","Romance","Andrew Niccol","Saoirse Ronan","Diane Kruger","Jake Abel","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"787",186053725,6.9,"Animation","Family","Adventure","Gary Trousdale","Michael J. Fox","Corey Burton","Claudia Christian","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"788",102820008,6.9,"Drama","Comedy","Romance","Edward Zwick","Jake Gyllenhaal","Anne Hathaway","Oliver Platt","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"789",171757863,6.1,"Adventure","Animation","Comedy","Eric Darnell","Woody Allen","Sharon Stone","Dan Aykroyd","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"790",114977104,6.8,"Drama","Romance","War","Lasse Hallström","Amanda Seyfried","Channing Tatum","Richard Jenkins","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0"
"791",8203235,7.5,"Thriller","Drama","NULL","Brad Anderson","Christian Bale","Jennifer Jason Leigh","Aitana Sánchez-Gijón","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"792",30207393,6.8,"Action","Thriller","NULL","Quentin Tarantino","Kurt Russell","Zoë Bell","Rosario Dawson","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"793",77912251,6.8,"Horror","Thriller","Mystery","Jaume Collet-Serra","Vera Farmiga","Peter Sarsgaard","Isabelle Fuhrman","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0"
"794",147568410,7.3,"Drama","History","NULL","Joe Wright","Gary Oldman","Kristin Scott Thomas","Lily James","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"795",55675257,7.3,"Animation","Comedy","Family","Wolfgang Reitherman","Phil Harris","Sterling Holloway","Scatman Crothers","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"796",160388063,6.7,"Fantasy","Horror","NULL","Guillermo del Toro","Ron Perlman","Selma Blair","Jeffrey Tambor","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"797",74679822,6.5,"Drama","Fantasy","Horror","Guillermo del Toro","Mia Wasikowska","Jessica Chastain","Tom Hiddleston","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0"
"798",270997378,7,"Romance","Family","Animation","Ron Clements","Anika Noni Rose","Bruno Campos","Keith David","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","0","0"
"799",122915111,6.7,"Action","Thriller","NULL","Mikael Håfström","Sylvester Stallone","Arnold Schwarzenegger","Jim Caviezel","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"800",95396573,6.4,"Action","Adventure","Drama","Harald Zwart","Lily Collins","Jamie Campbell Bower","Kevin Zegers","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"801",213719942,7.2,"Drama","NULL","NULL","Martin Scorsese","Leonardo DiCaprio","Cate Blanchett","Kate Beckinsale","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"802",23159305,7.8,"Adventure","Animation","Family","Brad Bird","Eli Marienthal","Vin Diesel","Jennifer Aniston","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
