"","revenue","vote_average","genre.1","genre.2","genre.3","Director","actor.1","actor.2","actor.3","Action","Adventure","Animation","Comedy","Crime","Drama","Family","Fantasy","History","Horror","Music","Mystery","Romance","Science.Fiction","Thriller","War","Western"
"1915",123114406,7,"War","History","Action","Roland Emmerich","Ed Skrein","Patrick Wilson","Luke Kleintank","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"1916",21164799,4.7,"Romance","Comedy","NULL","Michael Tiddes","Marlon Wayans","Kali Hawk","Fred Willard","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1917",47078545,6.3,"Adventure","Fantasy","Horror","Jeff Wadlow","Michael Peña","Maggie Q","Lucy Hale","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1918",15636462,6.8,"Drama","NULL","NULL","Jason Reitman","Charlize Theron","Mackenzie Davis","Ron Livingston","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1919",136836156,6.9,"Drama","Comedy","NULL","John Madden","Bill Nighy","Maggie Smith","Tom Wilkinson","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1920",32005248,6.3,"Comedy","Romance","NULL","Andy Fickman","Kristen Bell","Sigourney Weaver","Betty White","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1921",96105964,6.4,"Drama","Thriller","Mystery","Jonathan Demme","Denzel Washington","Liev Schreiber","Meryl Streep","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0"
"1922",189198313,6.7,"Mystery","Science Fiction","Thriller","Rob Bowman","David Duchovny","Gillian Anderson","Mitch Pileggi","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0"
"1923",17873691,7.6,"Crime","Drama","NULL","Jacques Audiard","Tahar Rahim","Niels Arestrup","Adel Bencherif","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1924",15309302,6.6,"Crime","Drama","NULL","Nick Cassavetes","Bruce Willis","Matthew Barry","Emile Hirsch","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1925",108431355,5,"Comedy","Family","Romance","Ivan Reitman","Arnold Schwarzenegger","Danny DeVito","Emma Thompson","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0"
"1926",130431368,5.5,"Comedy","Romance","NULL","Anthony Russo","Kate Hudson","Owen Wilson","Matt Dillon","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1927",19551067,6.1,"Animation","Action","Family","David Bowers","Nicolas Cage","Freddie Highmore","Kristen Bell","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1928",76019048,6.2,"Comedy","Fantasy","Romance","James Mangold","Meg Ryan","Hugh Jackman","Liev Schreiber","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0"
"1929",48169908,7.5,"Drama","History","NULL","Spike Lee","Denzel Washington","Angela Bassett","Albert Hall","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"1930",72700000,5.9,"Action","Science Fiction","Thriller","James Wong","Jet Li","Jason Statham","Carla Gugino","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0"
"1931",70752904,6.6,"Adventure","Horror","Action","Christophe Gans","Samuel Le Bihan","Vincent Cassel","Émilie Dequenne","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"1932",23803308,7.5,"Drama","Thriller","NULL","Park Chan-wook","Lee Young-ae","Choi Min-sik","Kwon Yea-young","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1933",61489265,6.4,"Drama","Science Fiction","Horror","Joel Schumacher","Kiefer Sutherland","Julia Roberts","Kevin Bacon","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0"
"1934",10166820,6.1,"Action","Thriller","Horror","Greg McLean","John Gallagher Jr.","Tony Goldwyn","Adria Arjona","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1935",35000000,7.6,"Drama","Crime","NULL","Alan Parker","Brad Davis","Irene Miracle","Bo Hopkins","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1936",178051587,6.6,"Drama","Action","Thriller","Phillip Noyce","Harrison Ford","Anne Archer","Thora Birch","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1937",65705772,7.1,"Drama","Romance","Comedy","Andy Tennant","Drew Barrymore","Dougray Scott","Anjelica Huston","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1938",134582776,7.4,"Drama","Romance","NULL","Ang Lee","Emma Thompson","Alan Rickman","Kate Winslet","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1939",86362372,5.4,"Horror","Thriller","NULL","Christopher Landon","Andrew Jacobs","Richard Cabral","Carlos Pratts","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1940",993313,6.8,"Crime","Thriller","NULL","Jeremy Saulnier","Macon Blair","Devin Ratray","Amy Hargreaves","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"1941",40002112,5.3,"Horror","Mystery","Thriller","Danny Cannon","Jennifer Love Hewitt","Freddie Prinze Jr.","Mekhi Phifer","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1942",39041505,6.9,"Adventure","Drama","History","Alejandro Amenábar","Rachel Weisz","Max Minghella","Oscar Isaac","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"1943",24769466,6.5,"Fantasy","Horror","NULL","Andrew Fleming","Robin Tunney","Fairuza Balk","Neve Campbell","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1944",197183546,6.2,"Adventure","Animation","Comedy","Kelly Asbury","Demi Lovato","Rainn Wilson","Joe Manganiello","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1945",121550750,7.2,"Comedy","Romance","Drama","Paul Feig","Emilia Clarke","Henry Golding","Emma Thompson","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1946",104155843,6.2,"Horror","Science Fiction","Thriller","Tarsem Singh","Jennifer Lopez","Vincent D'Onofrio","Vince Vaughn","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0"
"1947",33904605,7.5,"Drama","Crime","NULL","Clint Eastwood","Paul Walter Hauser","Kathy Bates","Jon Hamm","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1948",182057016,6.8,"Comedy","Romance","NULL","Jon Turteltaub","Sandra Bullock","Bill Pullman","Peter Gallagher","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1949",163644662,6.8,"Animation","Adventure","Action","Kunihiko Yuyama","Rica Matsumoto","Ikue Otani","Mayumi Iizuka","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1950",183611771,5.4,"Comedy","Family","NULL","Kevin Lima","Glenn Close","Ioan Gruffudd","Alice Evans","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1951",57504069,7.5,"Drama","NULL","NULL","John Singleton","Laurence Fishburne","Cuba Gooding Jr.","Ice Cube","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1952",135130999,7.4,"Crime","Drama","Thriller","Clint Eastwood","Kevin Costner","Clint Eastwood","Laura Dern","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"1953",31554855,6.5,"Thriller","NULL","NULL","Anton Corbijn","Philip Seymour Hoffman","Rachel McAdams","Robin Wright","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"1954",102367405,6.4,"Thriller","Crime","Action","Stuart Baird","Tommy Lee Jones","Wesley Snipes","Robert Downey Jr.","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"1955",141000000,7.1,"Comedy","NULL","NULL","John Landis","John Belushi","Tim Matheson","John Vernon","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1956",23689877,7.9,"Drama","NULL","NULL","Sidney Lumet","Faye Dunaway","William Holden","Peter Finch","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1957",183031272,6.8,"Action","Adventure","Comedy","Richard Donner","Mel Gibson","Jodie Foster","James Garner","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1958",1772000,7.8,"Mystery","Crime","Thriller","John Huston","Humphrey Bogart","Mary Astor","Peter Lorre","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0"
"1959",25762027,7.2,"Drama","Romance","NULL","Jacques Audiard","Marion Cotillard","Matthias Schoenaerts","Bouli Lanners","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1960",20348249,6.9,"Drama","Adventure","History","Peter Weir","Colin Farrell","Dejan Angelov","Dragoș Bucur","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"1961",21360215,6.5,"Action","Crime","NULL","Tim Story","Samuel L. Jackson","Jessie T. Usher","Richard Roundtree","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1962",61279452,4.6,"Action","Adventure","NULL","Renny Harlin","Kellan Lutz","Liam McIntyre","Gaia Weiss","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1963",14493284,7.1,"Drama","NULL","NULL","Giuseppe Tornatore","Monica Bellucci","Giuseppe Sulfaro","Luciano Federico","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1964",193000000,6.2,"Thriller","Action","Drama","Phil Alden Robinson","Ben Affleck","Morgan Freeman","James Cromwell","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"1965",39053061,6.5,"Drama","Comedy","NULL","Ken Kwapis","Amber Tamblyn","Alexis Bledel","America Ferrera","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1966",47355187,6.6,"Romance","Comedy","NULL","Pascal Chaumeil","Romain Duris","Vanessa Paradis","Julie Ferrier","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1967",41009669,6.1,"Comedy","Romance","NULL","Betty Thomas","Jesse Metcalfe","Brittany Snow","Ashanti","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1968",147845033,5.8,"Action","Comedy","Crime","Gore Verbinski","Brad Pitt","Julia Roberts","James Gandolfini","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1969",23800000,6.9,"Comedy","NULL","NULL","Éric Toledano","Jean-Pierre Bacri","Gilles Lellouche","Jean-Paul Rouve","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1970",4424699,6.9,"Comedy","Romance","Science Fiction","Colin Trevorrow","Aubrey Plaza","Mark Duplass","Jake Johnson","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0"
"1971",92863945,7.3,"Adventure","Drama","Action","Zhang Yimou","Takeshi Kaneshiro","Andy Lau","Zhang Ziyi","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1972",61619773,7.4,"Drama","NULL","NULL","Simon Curtis","Helen Mirren","Ryan Reynolds","Tatiana Maslany","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1973",65497208,5.6,"Action","Comedy","NULL","Gérard Krawczyk","Samy Naceri","Frédéric Diefenthal","Bernard Farcy","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1974",39171130,5.8,"Thriller","Crime","Drama","Rupert Wyatt","Mark Wahlberg","John Goodman","Brie Larson","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"1975",50650079,5.2,"Comedy","Science Fiction","Adventure","Brian Robbins","Eddie Murphy","Elizabeth Banks","Gabrielle Union","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"1976",146292009,7.8,"Drama","NULL","NULL","Steven Spielberg","Danny Glover","Whoopi Goldberg","Margaret Avery","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1977",12007070,6.6,"Crime","Drama","Thriller","J.C. Chandor","Oscar Isaac","Jessica Chastain","Albert Brooks","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"1978",14293601,6.2,"Horror","Thriller","NULL","Steven Soderbergh","Claire Foy","Joshua Leonard","Jay Pharoah","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"1979",4159678,6.6,"Fantasy","Horror","NULL","André Øvredal","Otto Jespersen","Glenn Erland Tosterud","Johanna Mørck","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0"
"1980",133821816,6.2,"Comedy","Drama","Family","Will Gluck","Quvenzhané Wallis","Jamie Foxx","Rose Byrne","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0"
"1981",73100172,6.1,"Action","Comedy","NULL","Frank Coraci","Kevin James","Henry Winkler","Joe Rogan","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1982",84565230,6,"Romance","Comedy","Drama","Raja Gosnell","Drew Barrymore","David Arquette","Michael Vartan","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1983",111231041,5.6,"Romance","Comedy","Adventure","Andy Tennant","Matthew McConaughey","Kate Hudson","Donald Sutherland","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1984",180622424,6.3,"Comedy","Romance","NULL","Andy Tennant","Reese Witherspoon","Josh Lucas","Patrick Dempsey","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"1985",112536,8.2,"Animation","Thriller","NULL","Satoshi Kon","Junko Iwao","Rica Matsumoto","Shinpachi Tsuji","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"1986",5080409,7.5,"Drama","Thriller","Crime","Joel Coen","Gabriel Byrne","Marcia Gay Harden","John Turturro","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"1987",15366466,6.4,"Drama","NULL","NULL","Woody Allen","Kate Winslet","Juno Temple","Justin Timberlake","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1988",48782670,6,"Comedy","Drama","Romance","Garry Marshall","Jennifer Aniston","Julia Roberts","Kate Hudson","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1989",156844753,6.9,"Action","Drama","History","Wilson Yip","Donnie Yen","Lynn Hung","Zhang Jin","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"1990",150406466,6,"Animation","Comedy","Family","George Miller","Elijah Wood","Robin Williams","Pink","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"1991",38505009,6.3,"Comedy","NULL","NULL","Steve Pink","Justin Long","Jonah Hill","Blake Lively","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1992",88880821,7.3,"Drama","NULL","NULL","Lasse Hallström","Helen Mirren","Manish Dayal","Om Puri","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"1993",58785180,6.3,"Comedy","Drama","Romance","Roger Michell","Rachel McAdams","Harrison Ford","Patrick Wilson","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1994",42064105,6.6,"Comedy","Drama","Romance","Ridley Scott","Russell Crowe","Marion Cotillard","Albert Finney","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1995",101595121,5.7,"Comedy","Crime","NULL","Keenen Ivory Wayans","Marlon Wayans","Shawn Wayans","Kerry Washington","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"1996",134748021,6,"Drama","Crime","NULL","Oliver Stone","Michael Douglas","Shia LaBeouf","Josh Brolin","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"1997",109502303,7.1,"Comedy","Drama","Romance","Alexander Payne","Paul Giamatti","Thomas Haden Church","Virginia Madsen","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"1998",2500000,8.2,"Crime","Drama","Mystery","Billy Wilder","Fred MacMurray","Barbara Stanwyck","Edward G. Robinson","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0"
"1999",157387195,7.1,"Thriller","Action","War","Tony Scott","Denzel Washington","Gene Hackman","Matt Craven","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"2000",65796862,7.9,"Drama","NULL","NULL","Jim Sheridan","Daniel Day-Lewis","Pete Postlethwaite","Emma Thompson","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2001",2084628,6.1,"Drama","Romance","Science Fiction","Drake Doremus","Nicholas Hoult","Kristen Stewart","Guy Pearce","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0"
"2002",351266433,6.6,"Animation","Adventure","Family","Will Gluck","James Corden","Rose Byrne","Margot Robbie","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2003",49042224,5.9,"Action","Crime","Thriller","George P. Cosmatos","Sylvester Stallone","Brigitte Nielsen","Reni Santoni","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"2004",4601043,6.4,"Drama","NULL","NULL","Catherine Hardwicke","Evan Rachel Wood","Nikki Reed","Holly Hunter","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2005",86658558,6.6,"Thriller","Action","Drama","Peter Berg","Jamie Foxx","Jennifer Garner","Chris Cooper","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"2006",22832174,6.4,"Comedy","NULL","NULL","Nicolas Benamou","Philippe Lacheau","Alice David","Vincent Desagnat","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2007",60896147,4.9,"Fantasy","Drama","Action","Ivan Reitman","Uma Thurman","Luke Wilson","Anna Faris","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2008",161001698,7,"Drama","War","NULL","Oliver Stone","Tom Cruise","Raymond J. Barry","Caroline Kava","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0"
"2009",33788161,6.3,"Comedy","NULL","NULL","Kevin Smith","Kevin Smith","Jason Mewes","Ben Affleck","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2010",10665701,7.5,"Science Fiction","Thriller","Drama","Oriol Paulo","Adriana Ugarte","Chino Darín","Javier Gutiérrez","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0"
"2011",25035950,6.6,"Action","Drama","History","Gary Ross","Matthew McConaughey","Gugu Mbatha-Raw","Mahershala Ali","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2012",41158757,7.6,"Action","Crime","Thriller","William Friedkin","Gene Hackman","Fernando Rey","Roy Scheider","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"2013",266728738,6.6,"Drama","Comedy","Romance","Nancy Meyers","Jack Nicholson","Diane Keaton","Keanu Reeves","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2014",40697761,6.5,"Comedy","Family","Science Fiction","John Badham","Ally Sheedy","Steve Guttenberg","Fisher Stevens","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0"
"2015",14454622,5.4,"Thriller","Mystery","Drama","Steven Knight","Matthew McConaughey","Anne Hathaway","Jason Clarke","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"2016",29844753,7.8,"Drama","Romance","NULL","Michael Haneke","Jean-Louis Trintignant","Emmanuelle Riva","Isabelle Huppert","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2017",113579918,6.7,"Action","Crime","Thriller","Frank Oz","Robert De Niro","Edward Norton","Marlon Brando","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0"
"2018",40485039,6.8,"Adventure","Comedy","Science Fiction","Stephen Herek","Keanu Reeves","Alex Winter","George Carlin","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2019",23299081,7.4,"Drama","History","NULL","Niki Caro","Jessica Chastain","Daniel Brühl","Johan Heldenbergh","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2020",75395048,7.5,"Adventure","NULL","NULL","Kevin Reynolds","Jim Caviezel","Guy Pearce","Richard Harris","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2021",28215918,7.1,"Comedy","NULL","NULL","F. Gary Gray","Ice Cube","Chris Tucker","Nia Long","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2022",162966177,6.3,"Comedy","NULL","NULL","Adam McKay","Will Ferrell","John C. Reilly","Sacha Baron Cohen","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2023",24159934,5.4,"Comedy","Romance","NULL","David Wain","Paul Rudd","Jennifer Aniston","Justin Theroux","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0"
"2024",64282312,6.1,"Comedy","NULL","NULL","Jeff Tremaine","Johnny Knoxville","Bam Margera","Steve-O","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2025",53208180,6.3,"Comedy","Horror","NULL","Frank Marshall","Jeff Daniels","Harley Jane Kozak","John Goodman","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2026",117224271,6.4,"Comedy","Documentary","Action","Jeff Tremaine","Johnny Knoxville","Bam Margera","Ryan Dunn","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2027",60527873,6.4,"Drama","Mystery","Thriller","Gary Fleder","Morgan Freeman","Ashley Judd","Cary Elwes","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"2028",22944502,6,"Action","Crime","NULL","Tony Scott","Keira Knightley","Mickey Rourke","Edgar Ramírez","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"2029",41296320,6.6,"Drama","Comedy","NULL","Shawn Levy","Jason Bateman","Tina Fey","Jane Fonda","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2030",35300645,6.2,"Horror","Thriller","NULL","Nimród Antal","Kate Beckinsale","Luke Wilson","Ethan Embry","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0"
"2031",156563139,6.2,"Action","Thriller","NULL","Andrew Davis","Steven Seagal","Tommy Lee Jones","Gary Busey","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2032",47088990,7,"Family","Drama","NULL","Sean McNamara","AnnaSophia Robb","Helen Hunt","Lorraine Nicholson","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0"
"2033",45236543,5.7,"Action","Comedy","Family","Brian Levant","Jackie Chan","Amber Valletta","Madeline Carroll","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2034",73956241,7.4,"Drama","NULL","NULL","Norman Jewison","Denzel Washington","Vicellous Reon Shannon","Deborah Kara Unger","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2035",42277365,5.9,"Action","Adventure","Science Fiction","John Carpenter","Kurt Russell","Stacy Keach","Steve Buscemi","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"2036",128884132,6.3,"Action","Adventure","Thriller","Clint Eastwood","Clint Eastwood","Tommy Lee Jones","Donald Sutherland","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"2037",17949758,6.1,"Horror","NULL","NULL","Rob Zombie","Sid Haig","Bill Moseley","Sheri Moon Zombie","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2038",14397593,6.2,"Action","NULL","NULL","James Watkins","Idris Elba","Richard Madden","Charlotte Le Bon","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2039",92921203,6.4,"Drama","Romance","NULL","Adrian Lyne","Jennifer Beals","Michael Nouri","Sunny Johnson","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0"
"2040",38934048,6.5,"Comedy","Romance","Science Fiction","John Hughes","Anthony Michael Hall","Kelly LeBrock","Ilan Mitchell-Smith","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0"
"2041",58000000,6.6,"Comedy","Drama","Fantasy","Peter Howitt","Gwyneth Paltrow","John Hannah","John Lynch","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0"
"2042",25005257,7.1,"Crime","Drama","Thriller","Sidney Lumet","Philip Seymour Hoffman","Ethan Hawke","Albert Finney","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"2043",119000410,6.5,"Comedy","Drama","History","Mike Nichols","Tom Hanks","Philip Seymour Hoffman","Julia Roberts","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0"
"2044",93974620,6.4,"Drama","Thriller","NULL","Stephen Gaghan","George Clooney","Matt Damon","Jeffrey Wright","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"2045",1600000,7.9,"Drama","NULL","NULL","Destin Daniel Cretton","Brie Larson","John Gallagher Jr.","Kaitlyn Dever","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2046",65464324,5.9,"Crime","Drama","Thriller","Anton Corbijn","George Clooney","Violante Placido","Thekla Reuten","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0"
"2047",14643997,7.3,"Comedy","Thriller","Crime","Jonathan Lynn","Eileen Brennan","Tim Curry","Madeline Kahn","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0"
"2048",14560247,7.1,"Comedy","Crime","Thriller","David Lynch","Nicolas Cage","Laura Dern","Willem Dafoe","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0"
"2049",43042835,6,"Comedy","Fantasy","Romance","Mark Steven Johnson","Josh Duhamel","Kristen Bell","Anjelica Huston","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0"
"2050",46770602,6,"Horror","Science Fiction","NULL","George A. Romero","Simon Baker","John Leguizamo","Dennis Hopper","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0"
"2051",2500000,8,"Adventure","Comedy","Drama","Charlie Chaplin","Charlie Chaplin","Georgia Hale","Mack Swain","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2052",78382433,5.6,"Action","Thriller","Drama","Andrew Davis","Arnold Schwarzenegger","Francesca Neri","Elias Koteas","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0"
"2053",22244207,8,"Music","NULL","NULL","Alan Parker","Bob Geldof","Christine Hargreaves","James Laurenson","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"2054",29359216,6.8,"Horror","Comedy","NULL","Peter Jackson","Michael J. Fox","Jeffrey Combs","Jake Busey","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0"
"2055",86865564,3.4,"Action","Adventure","Comedy","Jason Friedberg","Kal Penn","Adam Campbell","Jennifer Coolidge","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2056",38502340,6,"Drama","Thriller","Mystery","Jim Sheridan","Daniel Craig","Naomi Watts","Rachel Weisz","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0"
"2057",34100000,6,"Fantasy","Adventure","Action","Luc Besson","Louise Bourgoin","Mathieu Amalric","Gilles Lellouche","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"2058",99255460,5.9,"Comedy","Family","NULL","Jared Hess","Jack Black","Ana de la Reguera","Héctor Jiménez","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0"
"2059",15793051,7.7,"Drama","NULL","NULL","Ken Loach","Dave Johns","Hayley Squires","Dylan McKiernan","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"2060",91188905,5.3,"Horror","Thriller","Fantasy","Jan de Bont","Liam Neeson","Catherine Zeta-Jones","Owen Wilson","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0"
